查票时间,演出ID,票档名称,票价,状态,API响应,备注
2026-06-06 13:41:00,295821,880元票,880,售罄,无响应,
2026-06-06 13:41:00,295821,780元票,780,售罄,无响应,
2026-06-06 13:41:00,295821,580元票,580,售罄,无响应,
2026-06-06 13:41:00,295821,480元票,480,售罄,无响应,
2026-06-06 13:41:00,295821,380元票,380,售罄,无响应,
2026-06-06 13:41:00,295821,280元票,280,售罄,无响应,
2026-06-06 13:41:04,295821,880元票,880,售罄,无响应,
2026-06-06 13:41:04,295821,780元票,780,售罄,无响应,
2026-06-06 13:41:04,295821,580元票,580,售罄,无响应,
2026-06-06 13:41:04,295821,480元票,480,售罄,无响应,
2026-06-06 13:41:04,295821,380元票,380,售罄,无响应,
2026-06-06 13:41:04,295821,280元票,280,售罄,无响应,
2026-06-06 13:41:08,295821,880元票,880,售罄,无响应,
2026-06-06 13:41:08,295821,780元票,780,售罄,无响应,
2026-06-06 13:41:08,295821,580元票,580,售罄,无响应,
2026-06-06 13:41:08,295821,480元票,480,售罄,无响应,
2026-06-06 13:41:08,295821,380元票,380,售罄,无响应,
2026-06-06 13:41:08,295821,280元票,280,售罄,无响应,
2026-06-06 13:41:13,295821,880元票,880,售罄,无响应,
2026-06-06 13:41:13,295821,780元票,780,售罄,无响应,
2026-06-06 13:41:13,295821,580元票,580,售罄,无响应,
2026-06-06 13:41:13,295821,480元票,480,售罄,无响应,
2026-06-06 13:41:13,295821,380元票,380,售罄,无响应,
2026-06-06 13:41:13,295821,280元票,280,售罄,无响应,
2026-06-06 13:41:17,295821,880元票,880,售罄,无响应,
2026-06-06 13:41:17,295821,780元票,780,售罄,无响应,
2026-06-06 13:41:17,295821,580元票,580,售罄,无响应,
2026-06-06 13:41:17,295821,480元票,480,售罄,无响应,
2026-06-06 13:41:17,295821,380元票,380,售罄,无响应,
2026-06-06 13:41:17,295821,280元票,280,售罄,无响应,
2026-06-06 13:41:22,295821,880元票,880,售罄,无响应,
2026-06-06 13:41:22,295821,780元票,780,售罄,无响应,
2026-06-06 13:41:22,295821,580元票,580,售罄,无响应,
2026-06-06 13:41:22,295821,480元票,480,售罄,无响应,
2026-06-06 13:41:22,295821,380元票,380,售罄,无响应,
2026-06-06 13:41:22,295821,280元票,280,售罄,无响应,
2026-06-06 13:41:26,295821,880元票,880,售罄,无响应,
2026-06-06 13:41:26,295821,780元票,780,售罄,无响应,
2026-06-06 13:41:26,295821,580元票,580,售罄,无响应,
2026-06-06 13:41:26,295821,480元票,480,售罄,无响应,
2026-06-06 13:41:26,295821,380元票,380,售罄,无响应,
2026-06-06 13:41:26,295821,280元票,280,售罄,无响应,
2026-06-06 13:41:31,295821,880元票,880,售罄,无响应,
2026-06-06 13:41:31,295821,780元票,780,售罄,无响应,
2026-06-06 13:41:31,295821,580元票,580,售罄,无响应,
2026-06-06 13:41:31,295821,480元票,480,售罄,无响应,
2026-06-06 13:41:31,295821,380元票,380,售罄,无响应,
2026-06-06 13:41:31,295821,280元票,280,售罄,无响应,
2026-06-06 13:41:35,295821,880元票,880,售罄,无响应,
2026-06-06 13:41:35,295821,780元票,780,售罄,无响应,
2026-06-06 13:41:35,295821,580元票,580,售罄,无响应,
2026-06-06 13:41:35,295821,480元票,480,售罄,无响应,
2026-06-06 13:41:35,295821,380元票,380,售罄,无响应,
2026-06-06 13:41:35,295821,280元票,280,售罄,无响应,
2026-06-06 13:41:39,295821,880元票,880,售罄,无响应,
2026-06-06 13:41:39,295821,780元票,780,售罄,无响应,
2026-06-06 13:41:39,295821,580元票,580,售罄,无响应,
2026-06-06 13:41:39,295821,480元票,480,售罄,无响应,
2026-06-06 13:41:39,295821,380元票,380,售罄,无响应,
2026-06-06 13:41:39,295821,280元票,280,售罄,无响应,
2026-06-06 13:41:44,295821,880元票,880,售罄,无响应,
2026-06-06 13:41:44,295821,780元票,780,售罄,无响应,
2026-06-06 13:41:44,295821,580元票,580,售罄,无响应,
2026-06-06 13:41:44,295821,480元票,480,售罄,无响应,
2026-06-06 13:41:44,295821,380元票,380,售罄,无响应,
2026-06-06 13:41:44,295821,280元票,280,售罄,无响应,
2026-06-06 13:41:48,295821,880元票,880,售罄,无响应,
2026-06-06 13:41:48,295821,780元票,780,售罄,无响应,
2026-06-06 13:41:48,295821,580元票,580,售罄,无响应,
2026-06-06 13:41:48,295821,480元票,480,售罄,无响应,
2026-06-06 13:41:48,295821,380元票,380,售罄,无响应,
2026-06-06 13:41:48,295821,280元票,280,售罄,无响应,
2026-06-06 13:41:52,295821,880元票,880,售罄,无响应,
2026-06-06 13:41:52,295821,780元票,780,售罄,无响应,
2026-06-06 13:41:52,295821,580元票,580,售罄,无响应,
2026-06-06 13:41:52,295821,480元票,480,售罄,无响应,
2026-06-06 13:41:52,295821,380元票,380,售罄,无响应,
2026-06-06 13:41:52,295821,280元票,280,售罄,无响应,
2026-06-06 13:41:57,295821,880元票,880,售罄,无响应,
2026-06-06 13:41:57,295821,780元票,780,售罄,无响应,
2026-06-06 13:41:57,295821,580元票,580,售罄,无响应,
2026-06-06 13:41:57,295821,480元票,480,售罄,无响应,
2026-06-06 13:41:57,295821,380元票,380,售罄,无响应,
2026-06-06 13:41:57,295821,280元票,280,售罄,无响应,
2026-06-06 13:42:01,295821,880元票,880,售罄,无响应,
2026-06-06 13:42:01,295821,780元票,780,售罄,无响应,
2026-06-06 13:42:01,295821,580元票,580,售罄,无响应,
2026-06-06 13:42:01,295821,480元票,480,售罄,无响应,
2026-06-06 13:42:01,295821,380元票,380,售罄,无响应,
2026-06-06 13:42:01,295821,280元票,280,售罄,无响应,
2026-06-06 13:42:05,295821,880元票,880,售罄,无响应,
2026-06-06 13:42:05,295821,780元票,780,售罄,无响应,
2026-06-06 13:42:05,295821,580元票,580,售罄,无响应,
2026-06-06 13:42:05,295821,480元票,480,售罄,无响应,
2026-06-06 13:42:05,295821,380元票,380,售罄,无响应,
2026-06-06 13:42:05,295821,280元票,280,售罄,无响应,
2026-06-06 13:42:10,295821,880元票,880,售罄,无响应,
2026-06-06 13:42:10,295821,780元票,780,售罄,无响应,
2026-06-06 13:42:10,295821,580元票,580,售罄,无响应,
2026-06-06 13:42:10,295821,480元票,480,售罄,无响应,
2026-06-06 13:42:10,295821,380元票,380,售罄,无响应,
2026-06-06 13:42:10,295821,280元票,280,售罄,无响应,
2026-06-06 13:42:14,295821,880元票,880,售罄,无响应,
2026-06-06 13:42:14,295821,780元票,780,售罄,无响应,
2026-06-06 13:42:14,295821,580元票,580,售罄,无响应,
2026-06-06 13:42:14,295821,480元票,480,售罄,无响应,
2026-06-06 13:42:14,295821,380元票,380,售罄,无响应,
2026-06-06 13:42:14,295821,280元票,280,售罄,无响应,
2026-06-06 13:42:19,295821,880元票,880,售罄,无响应,
2026-06-06 13:42:19,295821,780元票,780,售罄,无响应,
2026-06-06 13:42:19,295821,580元票,580,售罄,无响应,
2026-06-06 13:42:19,295821,480元票,480,售罄,无响应,
2026-06-06 13:42:19,295821,380元票,380,售罄,无响应,
2026-06-06 13:42:19,295821,280元票,280,售罄,无响应,
2026-06-06 13:42:23,295821,880元票,880,售罄,无响应,
2026-06-06 13:42:23,295821,780元票,780,售罄,无响应,
2026-06-06 13:42:23,295821,580元票,580,售罄,无响应,
2026-06-06 13:42:23,295821,480元票,480,售罄,无响应,
2026-06-06 13:42:23,295821,380元票,380,售罄,无响应,
2026-06-06 13:42:23,295821,280元票,280,售罄,无响应,
2026-06-06 13:42:27,295821,880元票,880,售罄,无响应,
2026-06-06 13:42:27,295821,780元票,780,售罄,无响应,
2026-06-06 13:42:27,295821,580元票,580,售罄,无响应,
2026-06-06 13:42:27,295821,480元票,480,售罄,无响应,
2026-06-06 13:42:27,295821,380元票,380,售罄,无响应,
2026-06-06 13:42:27,295821,280元票,280,售罄,无响应,
2026-06-06 13:42:32,295821,880元票,880,售罄,无响应,
2026-06-06 13:42:32,295821,780元票,780,售罄,无响应,
2026-06-06 13:42:32,295821,580元票,580,售罄,无响应,
2026-06-06 13:42:32,295821,480元票,480,售罄,无响应,
2026-06-06 13:42:32,295821,380元票,380,售罄,无响应,
2026-06-06 13:42:32,295821,280元票,280,售罄,无响应,
2026-06-06 13:42:36,295821,880元票,880,售罄,无响应,
2026-06-06 13:42:36,295821,780元票,780,售罄,无响应,
2026-06-06 13:42:36,295821,580元票,580,售罄,无响应,
2026-06-06 13:42:36,295821,480元票,480,售罄,无响应,
2026-06-06 13:42:36,295821,380元票,380,售罄,无响应,
2026-06-06 13:42:36,295821,280元票,280,售罄,无响应,
2026-06-06 13:42:40,295821,880元票,880,售罄,无响应,
2026-06-06 13:42:40,295821,780元票,780,售罄,无响应,
2026-06-06 13:42:40,295821,580元票,580,售罄,无响应,
2026-06-06 13:42:40,295821,480元票,480,售罄,无响应,
2026-06-06 13:42:40,295821,380元票,380,售罄,无响应,
2026-06-06 13:42:40,295821,280元票,280,售罄,无响应,
2026-06-06 13:42:45,295821,880元票,880,售罄,无响应,
2026-06-06 13:42:45,295821,780元票,780,售罄,无响应,
2026-06-06 13:42:45,295821,580元票,580,售罄,无响应,
2026-06-06 13:42:45,295821,480元票,480,售罄,无响应,
2026-06-06 13:42:45,295821,380元票,380,售罄,无响应,
2026-06-06 13:42:45,295821,280元票,280,售罄,无响应,
2026-06-06 13:42:49,295821,880元票,880,售罄,无响应,
2026-06-06 13:42:49,295821,780元票,780,售罄,无响应,
2026-06-06 13:42:49,295821,580元票,580,售罄,无响应,
2026-06-06 13:42:49,295821,480元票,480,售罄,无响应,
2026-06-06 13:42:49,295821,380元票,380,售罄,无响应,
2026-06-06 13:42:49,295821,280元票,280,售罄,无响应,
2026-06-06 13:42:54,295821,880元票,880,售罄,无响应,
2026-06-06 13:42:54,295821,780元票,780,售罄,无响应,
2026-06-06 13:42:54,295821,580元票,580,售罄,无响应,
2026-06-06 13:42:54,295821,480元票,480,售罄,无响应,
2026-06-06 13:42:54,295821,380元票,380,售罄,无响应,
2026-06-06 13:42:54,295821,280元票,280,售罄,无响应,
2026-06-06 13:42:58,295821,880元票,880,售罄,无响应,
2026-06-06 13:42:58,295821,780元票,780,售罄,无响应,
2026-06-06 13:42:58,295821,580元票,580,售罄,无响应,
2026-06-06 13:42:58,295821,480元票,480,售罄,无响应,
2026-06-06 13:42:58,295821,380元票,380,售罄,无响应,
2026-06-06 13:42:58,295821,280元票,280,售罄,无响应,
2026-06-06 13:43:02,295821,880元票,880,售罄,无响应,
2026-06-06 13:43:02,295821,780元票,780,售罄,无响应,
2026-06-06 13:43:02,295821,580元票,580,售罄,无响应,
2026-06-06 13:43:02,295821,480元票,480,售罄,无响应,
2026-06-06 13:43:02,295821,380元票,380,售罄,无响应,
2026-06-06 13:43:02,295821,280元票,280,售罄,无响应,
2026-06-06 13:43:07,295821,880元票,880,售罄,无响应,
2026-06-06 13:43:07,295821,780元票,780,售罄,无响应,
2026-06-06 13:43:07,295821,580元票,580,售罄,无响应,
2026-06-06 13:43:07,295821,480元票,480,售罄,无响应,
2026-06-06 13:43:07,295821,380元票,380,售罄,无响应,
2026-06-06 13:43:07,295821,280元票,280,售罄,无响应,
2026-06-06 13:43:11,295821,880元票,880,售罄,无响应,
2026-06-06 13:43:11,295821,780元票,780,售罄,无响应,
2026-06-06 13:43:11,295821,580元票,580,售罄,无响应,
2026-06-06 13:43:11,295821,480元票,480,售罄,无响应,
2026-06-06 13:43:11,295821,380元票,380,售罄,无响应,
2026-06-06 13:43:11,295821,280元票,280,售罄,无响应,
2026-06-06 13:43:16,295821,880元票,880,售罄,无响应,
2026-06-06 13:43:16,295821,780元票,780,售罄,无响应,
2026-06-06 13:43:16,295821,580元票,580,售罄,无响应,
2026-06-06 13:43:16,295821,480元票,480,售罄,无响应,
2026-06-06 13:43:16,295821,380元票,380,售罄,无响应,
2026-06-06 13:43:16,295821,280元票,280,售罄,无响应,
2026-06-06 13:43:20,295821,880元票,880,售罄,无响应,
2026-06-06 13:43:20,295821,780元票,780,售罄,无响应,
2026-06-06 13:43:20,295821,580元票,580,售罄,无响应,
2026-06-06 13:43:20,295821,480元票,480,售罄,无响应,
2026-06-06 13:43:20,295821,380元票,380,售罄,无响应,
2026-06-06 13:43:20,295821,280元票,280,售罄,无响应,
2026-06-06 13:43:24,295821,880元票,880,售罄,无响应,
2026-06-06 13:43:24,295821,780元票,780,售罄,无响应,
2026-06-06 13:43:24,295821,580元票,580,售罄,无响应,
2026-06-06 13:43:24,295821,480元票,480,售罄,无响应,
2026-06-06 13:43:24,295821,380元票,380,售罄,无响应,
2026-06-06 13:43:24,295821,280元票,280,售罄,无响应,
2026-06-06 13:43:29,295821,880元票,880,售罄,无响应,
2026-06-06 13:43:29,295821,780元票,780,售罄,无响应,
2026-06-06 13:43:29,295821,580元票,580,售罄,无响应,
2026-06-06 13:43:29,295821,480元票,480,售罄,无响应,
2026-06-06 13:43:29,295821,380元票,380,售罄,无响应,
2026-06-06 13:43:29,295821,280元票,280,售罄,无响应,
2026-06-06 13:43:33,295821,880元票,880,售罄,无响应,
2026-06-06 13:43:33,295821,780元票,780,售罄,无响应,
2026-06-06 13:43:33,295821,580元票,580,售罄,无响应,
2026-06-06 13:43:33,295821,480元票,480,售罄,无响应,
2026-06-06 13:43:33,295821,380元票,380,售罄,无响应,
2026-06-06 13:43:33,295821,280元票,280,售罄,无响应,
2026-06-06 13:43:38,295821,880元票,880,售罄,无响应,
2026-06-06 13:43:38,295821,780元票,780,售罄,无响应,
2026-06-06 13:43:38,295821,580元票,580,售罄,无响应,
2026-06-06 13:43:38,295821,480元票,480,售罄,无响应,
2026-06-06 13:43:38,295821,380元票,380,售罄,无响应,
2026-06-06 13:43:38,295821,280元票,280,售罄,无响应,
2026-06-06 13:43:42,295821,880元票,880,售罄,无响应,
2026-06-06 13:43:42,295821,780元票,780,售罄,无响应,
2026-06-06 13:43:42,295821,580元票,580,售罄,无响应,
2026-06-06 13:43:42,295821,480元票,480,售罄,无响应,
2026-06-06 13:43:42,295821,380元票,380,售罄,无响应,
2026-06-06 13:43:42,295821,280元票,280,售罄,无响应,
2026-06-06 13:43:46,295821,880元票,880,售罄,无响应,
2026-06-06 13:43:46,295821,780元票,780,售罄,无响应,
2026-06-06 13:43:46,295821,580元票,580,售罄,无响应,
2026-06-06 13:43:46,295821,480元票,480,售罄,无响应,
2026-06-06 13:43:46,295821,380元票,380,售罄,无响应,
2026-06-06 13:43:46,295821,280元票,280,售罄,无响应,
2026-06-06 13:43:51,295821,880元票,880,售罄,无响应,
2026-06-06 13:43:51,295821,780元票,780,售罄,无响应,
2026-06-06 13:43:51,295821,580元票,580,售罄,无响应,
2026-06-06 13:43:51,295821,480元票,480,售罄,无响应,
2026-06-06 13:43:51,295821,380元票,380,售罄,无响应,
2026-06-06 13:43:51,295821,280元票,280,售罄,无响应,
2026-06-06 13:43:55,295821,880元票,880,售罄,无响应,
2026-06-06 13:43:55,295821,780元票,780,售罄,无响应,
2026-06-06 13:43:55,295821,580元票,580,售罄,无响应,
2026-06-06 13:43:55,295821,480元票,480,售罄,无响应,
2026-06-06 13:43:55,295821,380元票,380,售罄,无响应,
2026-06-06 13:43:55,295821,280元票,280,售罄,无响应,
2026-06-06 13:44:00,295821,880元票,880,售罄,无响应,
2026-06-06 13:44:00,295821,780元票,780,售罄,无响应,
2026-06-06 13:44:00,295821,580元票,580,售罄,无响应,
2026-06-06 13:44:00,295821,480元票,480,售罄,无响应,
2026-06-06 13:44:00,295821,380元票,380,售罄,无响应,
2026-06-06 13:44:00,295821,280元票,280,售罄,无响应,
2026-06-06 13:44:04,295821,880元票,880,售罄,无响应,
2026-06-06 13:44:04,295821,780元票,780,售罄,无响应,
2026-06-06 13:44:04,295821,580元票,580,售罄,无响应,
2026-06-06 13:44:04,295821,480元票,480,售罄,无响应,
2026-06-06 13:44:04,295821,380元票,380,售罄,无响应,
2026-06-06 13:44:04,295821,280元票,280,售罄,无响应,
2026-06-06 13:44:09,295821,880元票,880,售罄,无响应,
2026-06-06 13:44:09,295821,780元票,780,售罄,无响应,
2026-06-06 13:44:09,295821,580元票,580,售罄,无响应,
2026-06-06 13:44:09,295821,480元票,480,售罄,无响应,
2026-06-06 13:44:09,295821,380元票,380,售罄,无响应,
2026-06-06 13:44:09,295821,280元票,280,售罄,无响应,
2026-06-06 13:44:13,295821,880元票,880,售罄,无响应,
2026-06-06 13:44:13,295821,780元票,780,售罄,无响应,
2026-06-06 13:44:13,295821,580元票,580,售罄,无响应,
2026-06-06 13:44:13,295821,480元票,480,售罄,无响应,
2026-06-06 13:44:13,295821,380元票,380,售罄,无响应,
2026-06-06 13:44:13,295821,280元票,280,售罄,无响应,
2026-06-06 13:44:18,295821,880元票,880,售罄,无响应,
2026-06-06 13:44:18,295821,780元票,780,售罄,无响应,
2026-06-06 13:44:18,295821,580元票,580,售罄,无响应,
2026-06-06 13:44:18,295821,480元票,480,售罄,无响应,
2026-06-06 13:44:18,295821,380元票,380,售罄,无响应,
2026-06-06 13:44:18,295821,280元票,280,售罄,无响应,
2026-06-06 13:44:22,295821,880元票,880,售罄,无响应,
2026-06-06 13:44:22,295821,780元票,780,售罄,无响应,
2026-06-06 13:44:22,295821,580元票,580,售罄,无响应,
2026-06-06 13:44:22,295821,480元票,480,售罄,无响应,
2026-06-06 13:44:22,295821,380元票,380,售罄,无响应,
2026-06-06 13:44:22,295821,280元票,280,售罄,无响应,
2026-06-06 13:44:26,295821,880元票,880,售罄,无响应,
2026-06-06 13:44:26,295821,780元票,780,售罄,无响应,
2026-06-06 13:44:26,295821,580元票,580,售罄,无响应,
2026-06-06 13:44:26,295821,480元票,480,售罄,无响应,
2026-06-06 13:44:26,295821,380元票,380,售罄,无响应,
2026-06-06 13:44:26,295821,280元票,280,售罄,无响应,
2026-06-06 13:44:31,295821,880元票,880,售罄,无响应,
2026-06-06 13:44:31,295821,780元票,780,售罄,无响应,
2026-06-06 13:44:31,295821,580元票,580,售罄,无响应,
2026-06-06 13:44:31,295821,480元票,480,售罄,无响应,
2026-06-06 13:44:31,295821,380元票,380,售罄,无响应,
2026-06-06 13:44:31,295821,280元票,280,售罄,无响应,
2026-06-06 13:44:35,295821,880元票,880,售罄,无响应,
2026-06-06 13:44:35,295821,780元票,780,售罄,无响应,
2026-06-06 13:44:35,295821,580元票,580,售罄,无响应,
2026-06-06 13:44:35,295821,480元票,480,售罄,无响应,
2026-06-06 13:44:35,295821,380元票,380,售罄,无响应,
2026-06-06 13:44:35,295821,280元票,280,售罄,无响应,
2026-06-06 13:44:42,295821,880元票,880,售罄,无响应,
2026-06-06 13:44:42,295821,780元票,780,售罄,无响应,
2026-06-06 13:44:42,295821,580元票,580,售罄,无响应,
2026-06-06 13:44:42,295821,480元票,480,售罄,无响应,
2026-06-06 13:44:42,295821,380元票,380,售罄,无响应,
2026-06-06 13:44:42,295821,280元票,280,售罄,无响应,
2026-06-06 13:44:47,295821,880元票,880,售罄,无响应,
2026-06-06 13:44:47,295821,780元票,780,售罄,无响应,
2026-06-06 13:44:47,295821,580元票,580,售罄,无响应,
2026-06-06 13:44:47,295821,480元票,480,售罄,无响应,
2026-06-06 13:44:47,295821,380元票,380,售罄,无响应,
2026-06-06 13:44:47,295821,280元票,280,售罄,无响应,
2026-06-06 13:44:51,295821,880元票,880,售罄,无响应,
2026-06-06 13:44:51,295821,780元票,780,售罄,无响应,
2026-06-06 13:44:51,295821,580元票,580,售罄,无响应,
2026-06-06 13:44:51,295821,480元票,480,售罄,无响应,
2026-06-06 13:44:51,295821,380元票,380,售罄,无响应,
2026-06-06 13:44:51,295821,280元票,280,售罄,无响应,
2026-06-06 13:44:56,295821,880元票,880,售罄,无响应,
2026-06-06 13:44:56,295821,780元票,780,售罄,无响应,
2026-06-06 13:44:56,295821,580元票,580,售罄,无响应,
2026-06-06 13:44:56,295821,480元票,480,售罄,无响应,
2026-06-06 13:44:56,295821,380元票,380,售罄,无响应,
2026-06-06 13:44:56,295821,280元票,280,售罄,无响应,
2026-06-06 13:45:00,295821,880元票,880,售罄,无响应,
2026-06-06 13:45:00,295821,780元票,780,售罄,无响应,
2026-06-06 13:45:00,295821,580元票,580,售罄,无响应,
2026-06-06 13:45:00,295821,480元票,480,售罄,无响应,
2026-06-06 13:45:00,295821,380元票,380,售罄,无响应,
2026-06-06 13:45:00,295821,280元票,280,售罄,无响应,
2026-06-06 13:45:05,295821,880元票,880,售罄,无响应,
2026-06-06 13:45:05,295821,780元票,780,售罄,无响应,
2026-06-06 13:45:05,295821,580元票,580,售罄,无响应,
2026-06-06 13:45:05,295821,480元票,480,售罄,无响应,
2026-06-06 13:45:05,295821,380元票,380,售罄,无响应,
2026-06-06 13:45:05,295821,280元票,280,售罄,无响应,
2026-06-06 13:45:09,295821,880元票,880,售罄,无响应,
2026-06-06 13:45:09,295821,780元票,780,售罄,无响应,
2026-06-06 13:45:09,295821,580元票,580,售罄,无响应,
2026-06-06 13:45:09,295821,480元票,480,售罄,无响应,
2026-06-06 13:45:09,295821,380元票,380,售罄,无响应,
2026-06-06 13:45:09,295821,280元票,280,售罄,无响应,
2026-06-06 13:45:13,295821,880元票,880,售罄,无响应,
2026-06-06 13:45:13,295821,780元票,780,售罄,无响应,
2026-06-06 13:45:13,295821,580元票,580,售罄,无响应,
2026-06-06 13:45:13,295821,480元票,480,售罄,无响应,
2026-06-06 13:45:13,295821,380元票,380,售罄,无响应,
2026-06-06 13:45:13,295821,280元票,280,售罄,无响应,
2026-06-06 13:45:18,295821,880元票,880,售罄,无响应,
2026-06-06 13:45:18,295821,780元票,780,售罄,无响应,
2026-06-06 13:45:18,295821,580元票,580,售罄,无响应,
2026-06-06 13:45:18,295821,480元票,480,售罄,无响应,
2026-06-06 13:45:18,295821,380元票,380,售罄,无响应,
2026-06-06 13:45:18,295821,280元票,280,售罄,无响应,
2026-06-06 13:45:22,295821,880元票,880,售罄,无响应,
2026-06-06 13:45:22,295821,780元票,780,售罄,无响应,
2026-06-06 13:45:22,295821,580元票,580,售罄,无响应,
2026-06-06 13:45:22,295821,480元票,480,售罄,无响应,
2026-06-06 13:45:22,295821,380元票,380,售罄,无响应,
2026-06-06 13:45:22,295821,280元票,280,售罄,无响应,
2026-06-06 13:45:27,295821,880元票,880,售罄,无响应,
2026-06-06 13:45:27,295821,780元票,780,售罄,无响应,
2026-06-06 13:45:27,295821,580元票,580,售罄,无响应,
2026-06-06 13:45:27,295821,480元票,480,售罄,无响应,
2026-06-06 13:45:27,295821,380元票,380,售罄,无响应,
2026-06-06 13:45:27,295821,280元票,280,售罄,无响应,
2026-06-06 13:45:31,295821,880元票,880,售罄,无响应,
2026-06-06 13:45:31,295821,780元票,780,售罄,无响应,
2026-06-06 13:45:31,295821,580元票,580,售罄,无响应,
2026-06-06 13:45:31,295821,480元票,480,售罄,无响应,
2026-06-06 13:45:31,295821,380元票,380,售罄,无响应,
2026-06-06 13:45:31,295821,280元票,280,售罄,无响应,
2026-06-06 13:45:36,295821,880元票,880,售罄,无响应,
2026-06-06 13:45:36,295821,780元票,780,售罄,无响应,
2026-06-06 13:45:36,295821,580元票,580,售罄,无响应,
2026-06-06 13:45:36,295821,480元票,480,售罄,无响应,
2026-06-06 13:45:36,295821,380元票,380,售罄,无响应,
2026-06-06 13:45:36,295821,280元票,280,售罄,无响应,
2026-06-06 13:45:40,295821,880元票,880,售罄,无响应,
2026-06-06 13:45:40,295821,780元票,780,售罄,无响应,
2026-06-06 13:45:40,295821,580元票,580,售罄,无响应,
2026-06-06 13:45:40,295821,480元票,480,售罄,无响应,
2026-06-06 13:45:40,295821,380元票,380,售罄,无响应,
2026-06-06 13:45:40,295821,280元票,280,售罄,无响应,
2026-06-06 13:45:45,295821,880元票,880,售罄,无响应,
2026-06-06 13:45:45,295821,780元票,780,售罄,无响应,
2026-06-06 13:45:45,295821,580元票,580,售罄,无响应,
2026-06-06 13:45:45,295821,480元票,480,售罄,无响应,
2026-06-06 13:45:45,295821,380元票,380,售罄,无响应,
2026-06-06 13:45:45,295821,280元票,280,售罄,无响应,
2026-06-06 13:45:49,295821,880元票,880,售罄,无响应,
2026-06-06 13:45:49,295821,780元票,780,售罄,无响应,
2026-06-06 13:45:49,295821,580元票,580,售罄,无响应,
2026-06-06 13:45:49,295821,480元票,480,售罄,无响应,
2026-06-06 13:45:49,295821,380元票,380,售罄,无响应,
2026-06-06 13:45:49,295821,280元票,280,售罄,无响应,
2026-06-06 13:45:53,295821,880元票,880,售罄,无响应,
2026-06-06 13:45:53,295821,780元票,780,售罄,无响应,
2026-06-06 13:45:53,295821,580元票,580,售罄,无响应,
2026-06-06 13:45:53,295821,480元票,480,售罄,无响应,
2026-06-06 13:45:53,295821,380元票,380,售罄,无响应,
2026-06-06 13:45:53,295821,280元票,280,售罄,无响应,
2026-06-06 13:45:58,295821,880元票,880,售罄,无响应,
2026-06-06 13:45:58,295821,780元票,780,售罄,无响应,
2026-06-06 13:45:58,295821,580元票,580,售罄,无响应,
2026-06-06 13:45:58,295821,480元票,480,售罄,无响应,
2026-06-06 13:45:58,295821,380元票,380,售罄,无响应,
2026-06-06 13:45:58,295821,280元票,280,售罄,无响应,
2026-06-06 13:46:02,295821,880元票,880,售罄,无响应,
2026-06-06 13:46:02,295821,780元票,780,售罄,无响应,
2026-06-06 13:46:02,295821,580元票,580,售罄,无响应,
2026-06-06 13:46:02,295821,480元票,480,售罄,无响应,
2026-06-06 13:46:02,295821,380元票,380,售罄,无响应,
2026-06-06 13:46:02,295821,280元票,280,售罄,无响应,
2026-06-06 13:46:06,295821,880元票,880,售罄,无响应,
2026-06-06 13:46:06,295821,780元票,780,售罄,无响应,
2026-06-06 13:46:06,295821,580元票,580,售罄,无响应,
2026-06-06 13:46:06,295821,480元票,480,售罄,无响应,
2026-06-06 13:46:06,295821,380元票,380,售罄,无响应,
2026-06-06 13:46:06,295821,280元票,280,售罄,无响应,
2026-06-06 13:46:11,295821,880元票,880,售罄,无响应,
2026-06-06 13:46:11,295821,780元票,780,售罄,无响应,
2026-06-06 13:46:11,295821,580元票,580,售罄,无响应,
2026-06-06 13:46:11,295821,480元票,480,售罄,无响应,
2026-06-06 13:46:11,295821,380元票,380,售罄,无响应,
2026-06-06 13:46:11,295821,280元票,280,售罄,无响应,
2026-06-06 13:46:15,295821,880元票,880,售罄,无响应,
2026-06-06 13:46:15,295821,780元票,780,售罄,无响应,
2026-06-06 13:46:15,295821,580元票,580,售罄,无响应,
2026-06-06 13:46:15,295821,480元票,480,售罄,无响应,
2026-06-06 13:46:15,295821,380元票,380,售罄,无响应,
2026-06-06 13:46:15,295821,280元票,280,售罄,无响应,
2026-06-06 13:46:20,295821,880元票,880,售罄,无响应,
2026-06-06 13:46:20,295821,780元票,780,售罄,无响应,
2026-06-06 13:46:20,295821,580元票,580,售罄,无响应,
2026-06-06 13:46:20,295821,480元票,480,售罄,无响应,
2026-06-06 13:46:20,295821,380元票,380,售罄,无响应,
2026-06-06 13:46:20,295821,280元票,280,售罄,无响应,
2026-06-06 13:46:24,295821,880元票,880,售罄,无响应,
2026-06-06 13:46:24,295821,780元票,780,售罄,无响应,
2026-06-06 13:46:24,295821,580元票,580,售罄,无响应,
2026-06-06 13:46:24,295821,480元票,480,售罄,无响应,
2026-06-06 13:46:24,295821,380元票,380,售罄,无响应,
2026-06-06 13:46:24,295821,280元票,280,售罄,无响应,
2026-06-06 13:46:28,295821,880元票,880,售罄,无响应,
2026-06-06 13:46:28,295821,780元票,780,售罄,无响应,
2026-06-06 13:46:28,295821,580元票,580,售罄,无响应,
2026-06-06 13:46:28,295821,480元票,480,售罄,无响应,
2026-06-06 13:46:28,295821,380元票,380,售罄,无响应,
2026-06-06 13:46:28,295821,280元票,280,售罄,无响应,
